patients	pseudospace	ratio	cor_mock
timepoint_0_rep1	71.7094147234353	outer	0.557214942627076
timepoint_0_rep2	57.2981611799274	outer	0.55295337575492
timepoint_0_rep3	61.7876933437654	outer	0.554732908857268
timepoint_0_5_rep1	61.961796808477	outer	0.549423708097043
timepoint_0_5_rep1.1	62.2219668050351	outer	0.552780984276802
timepoint_0_5_rep3	56.5873716859715	neutral	0.556320096975436
timepoint_1_rep1	61.6870031772811	outer	0.552762429095775
timepoint_1_rep2	62.2219668050351	outer	0.557137354665139
timepoint_1_rep3	56.1745948351506	neutral	0.565770758058307
timepoint_2_rep1	62.2219668050351	outer	0.552486977694134
timepoint_2_rep2	63.2917323317014	outer	0.563623465521208
timepoint_4_rep1	61.9760926937041	outer	0.559393814004568
timepoint_4_rep2	58.9705023167738	outer	0.56510886883169
timepoint_4_rep3	57.2981611799274	outer	0.569646257677023
timepoint_8_rep1	61.1073859806411	outer	0.553305209928849
timepoint_8_rep2	59.3143477213576	inner	0.555865288876017
timepoint_8_rep3	57.4202608748013	inner	0.57188476441783
timepoint_16_rep1	59.1973118777094	neutral	0.540871419119237
timepoint_16_rep2	59.3627956036109	neutral	0.548033351479444
timepoint_16_rep3	57.7405885462622	outer	0.557953117250969
timepoint_24_rep1	58.1573899565852	neutral	0.534422877306238
timepoint_24_rep2	59.580193464448	neutral	0.550474939196885
timepoint_24_rep3	58.3972623315118	outer	0.557988802410496
timepoint_72_rep1	62.5419596603042	outer	0.549631393334339
timepoint_72_rep2	57.6991154468386	neutral	0.538807918574329
timepoint_72_rep3	57.6801467490207	neutral	0.548542607238766
