patients	pseudospace	ratio	cor_mock
GSM3569551_0A_L3.LB1	66.4809997609643	outer	0.579596123923902
GSM3569552_0B_L3.LB2	70.0125518442587	inner	0.610449110359686
GSM3569553_1A_L3.LB3	72.6071715077777	outer	0.620866339122138
GSM3569554_1B_L3.LB4	69.8032834844413	outer	0.572549170327085
GSM3569555_2A_L3.LB5	66.2493266478365	neutral	0.588397493259241
GSM3569556_2B_L4.LB6	70.2741946722752	outer	0.593263924047047
GSM3569557_4A_L4.LB7	69.4451325325694	outer	0.561672828239132
GSM3569558_4B_L4.LB8	67.8150118194138	outer	0.563617848843292
GSM3569559_6A_L4.LB9	68.1735467153148	outer	0.57122263764763
GSM3569560_6B_L4.LB10	70.8851650671972	neutral	0.607065008670764
GSM3569561_7A_L6.LB11	53.6987925454938	inner	0.469827072002685
GSM3569562_7B_L6.LB12	54.0477764355336	inner	0.506601813796241
GSM3569563_8A_L6.LB13	69.5764032057837	outer	0.590568881388517
GSM3569564_8B_L6.LB14	68.1735467153148	outer	0.575416064335788
GSM3569565_16A_L6.LB15	61.9805807331436	outer	0.543594636668081
GSM3569566_16B_L7.LB16	63.0481504447281	outer	0.566296622195564
GSM3569567_21A_L7.LB18	52.2271042717551	inner	0.508427932902537
GSM3569568_21B_L7.LB19	64.7089383273302	outer	0.575123183841136
GSM3569569_24A_L7.LB20	60.1221454816634	inner	0.575886624830839
GSM3569570_24B_L7.LB21	62.1507198434906	neutral	0.582319335492118
GSM3569571_72A_L8.LB22	50.7663423332381	inner	0.545610771073601
GSM3569572_72B_L8.LB23	57.2839406305961	inner	0.524659859423387
GSM3569573_180A_L8.LB25	60.615404713783	outer	0.519959842244999
GSM3569574_180B_L8.LB27	61.767924987602	inner	0.543391529268817
